ID;Kisten_Nr_KA;Kategorie;Snr;Schicht;Feld;x1;x2;y1;y2;Vq;entsorgt_annuliert;Fehlt;Fknr_FuL;Laufnr;Ausgewertet_AUSW_B;Kategorie_St_AUSW_B;Fragment_St_AUSW_B;Art_Fragment_St_AUSW_B;Gewicht_St_AUSW_B;Groesste_Laenge_St_AUSW_B;Groesste_Dicke_St_AUSW_B;Groesste_Breite_St_AUSW_B;Breite_1Viertel_St_AUSW_B;Breite_2Viertel_St_AUSW_B;Breite_3Viertel_St_AUSW_B;Dicke_1Viertel_St_AUSW_B;Dicke_2Viertel_St_AUSW_B;Dicke_3Viertel_St_AUSW_B;Laengssymmetrie_St_AUSW_B;Schneidensymmetrie_St_AUSW_B;BreitseitenBearbeit_Nackenflaeche_St_AUSW_B;NackenBearbeit_St_AUSW_B;SchmalseitenBearbeit_St_AUSW_B;Woelbung_Schmalseite_St_AUSW_B;Woelbung_Breitseite_St_AUSW_B;Nackenflaeche_St_AUSW_B;Gestein_St_AUSW_B;Anzahl_Saegeschnitt_St_AUSW_B;Tiefe_Saegeschnitt_St_AUSW_B;Vorpickung_B_St_AUSW_B;Hirschfassung_St_AUSW_B;Brand_St_AUSW_B;Bemerkung_St_AUSW_B;Gruppe_St_AUSW_B;Laenge_Gewicht_Index_St_AUSW_B;Breiten_Dicken_Index;Tangens_Nackenwinkel_St_AUSW_B;Mass_Schneidewinkel;Tangens_Breitseiten_Nackenwinkel_St_AUSW_B;Position_Saegeschnitt_St_AUSW_B;Saegeflaechenbreite_St_AUSW_B;Tipp_Gruppe_ST_AUSW_B;Schaeftungsspur_St_AUSW_B
18600;16225;Beil;642;0.14;259;484;0;150;0;d;FALSCH;FALSCH;10316;1;j;a;-;0;45;53.0;17.0;37.0;28.0;32.0;35.0;15.0;17.0;14.0;1;0;e;b;e;1;2;a;q;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3m;-
18159;16225;Läufer;664;13;240;472;0;167;0;-;FALSCH;FALSCH;10322;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18176;16225;Beil;664;13;240;472;0;169;0;-;FALSCH;FALSCH;10323;3;j;a;-;0;25;46.0;12.0;29.0;25.0;26.5;28.0;9.0;11.0;11.5;1;2;e;c;d;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3k;-
18259;16225;Schleifstein;1455;16;258;475;0;150;0;a;FALSCH;FALSCH;10335;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18574;16225;Rohstoff;1450;13;258;477;0;150;0;d;FALSCH;FALSCH;10369;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18599;16225;Rohstoff;1450;13;258;477;0;150;0;c;FALSCH;FALSCH;10370;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18619;16225;Rohstoff;1450;13;258;475;0;150;0;b;FALSCH;FALSCH;10375;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18833;16225;Beil;629;13;259;486;0;150;0;a;FALSCH;FALSCH;10384;1;j;a;-;0;193;125.0;20.0;44.5;36.0;40.0;43.0;18.0;20.0;18.0;1;1;e;e;e;1;1;c;c;0;-;-;-;j;-;-;0;0;0;0;0;-;0;3e;-
18836;16225;Schleifstein;630;13;259;483;0;150;0;c;FALSCH;FALSCH;10393;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18884;16225;Sägeschnitt;628;13;259;485;0;150;0;a;FALSCH;FALSCH;10397;1;j;d;j;6;178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;1;1=4;-;-;j;-;-;0;0;0;0;0;-;0;-;-
18925;16225;Beil;1450;13;294;476;0;152;0;-;FALSCH;FALSCH;10398;1;j;a;-;0;74;65.0;16.0;37.0;32.0;34.0;36.0;14.0;16.0;13.5;1;1;e;c;d;1;1;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
18247;16225;Rohstoff;657;16;268;472;0;160;0;-;FALSCH;FALSCH;10407;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18456;16225;Schleifstein;664;13;269;472;0;157;0;-;FALSCH;FALSCH;10428;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18660;16225;Beil;691;10;263;471;0;166;0;a;FALSCH;FALSCH;10443;1;j;a;j;5;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;f;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18684;16225;Beil;657;16;263;471;0;168;0;c;FALSCH;FALSCH;10448;2;j;a;-;0;33;55.0;13.0;32.0;27.5;30.5;32.0;9.0;12.0;12.0;2;2;e;e;e;2;1;b;q;0;-;-;-;-;-;-;0;0;0;0;0;-;0;2f;-
18563;16225;Rohstoff;657;16;263;471;0;166;0;b;FALSCH;FALSCH;10455;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18955;16226;Beil;658;0.15;263;471;0;163;0;a;FALSCH;FALSCH;10463;1;j;a;j;4;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18744;16226;Schleifstein;1451;16;263;471;0;166;0;-;FALSCH;FALSCH;10471;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18748;16226;Schleifstein;1451;16;263;471;0;165;0;b,c;FALSCH;FALSCH;10472;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18283;16226;Rohling;156;13;520;507;0;115;0;-;FALSCH;FALSCH;10507;2;j;d;-;0;224;94.0;34.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;1;1=16;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18284;16226;Rohling;156;13;520;507;0;115;0;-;FALSCH;FALSCH;10507;3;j;d;j;6;325;93.0;31.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;1;1=15;-;-;-;konkav;-;0;0;0;0;0;-;0;-;-
18285;16226;;156;13;520;507;0;115;0;-;FALSCH;FALSCH;10507;4;j;d;j;6;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;sekundär überschliffen;-;0;0;0;0;0;-;0;-;-
18278;16226;Schleifstein;157;13;520;507;0;116;0;-;FALSCH;FALSCH;10508;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18296;16226;Schleifstein;149;13;520;507;0;118;0;-;FALSCH;FALSCH;10509;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18297;16226;Schleifstein;149;13;520;507;0;118;0;-;FALSCH;FALSCH;10509;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18472;16226;;3;;272;522;0;0;0;-;FALSCH;FALSCH;10510;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18473;16226;Rohstoff;3;;272;522;0;0;0;-;FALSCH;FALSCH;10510;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18474;16226;Rohstoff;3;;272;522;0;0;0;-;FALSCH;FALSCH;10510;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18400;16226;Klopfstein;781;13;248;516;0;139;0;a;FALSCH;FALSCH;10524;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18401;16226;Sägeschnitt;781;13;248;516;0;139;0;a;FALSCH;FALSCH;10524;3;j;d;j;6;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;1;1=10;1=12;-;-;-;-;0;0;0;0;0;-;0;-;-
18773;16226;;406;13;281;512;0;140;0;d;FALSCH;FALSCH;10541;1;j;a;j;5;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18774;16226;;406;13;281;512;0;140;0;d;FALSCH;FALSCH;10541;2;j;a;j;5;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18775;16226;;406;13;281;512;0;140;0;d;FALSCH;FALSCH;10541;3;j;a;j;5;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19176;16226;Beil;697;13;252;506;0;122;0;d;FALSCH;FALSCH;10547;1;j;a;j;1;49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19177;16226;;697;13;252;506;0;122;0;d;FALSCH;FALSCH;10547;2;j;a;-;0;5;48.0;42.0;23.5;17.0;21.0;23.0;4.0;4.0;4.0;1;1;b;b;b;1;1;c;i;0;-;-;-;-;roter Schiefer;-;0;0;0;0;0;-;0;-;-
19033;16226;Beil;4;;252;507;509;122;0;-;FALSCH;FALSCH;10549;2;j;a;-;0;58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19093;16226;Beil;735;13;252;509;0;122;0;a;FALSCH;FALSCH;10551;1;j;a;j;1;100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19118;16226;Rohstoff;735;13;252;507;0;122;0;a;FALSCH;FALSCH;10553;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19156;16226;Beil;735;13;252;506;0;122;0;a;FALSCH;FALSCH;10554;1;j;b;-;0;132;118.0;23.5;42.0;34.5;40.0;42.0;21.0;23.5;19.0;1;2;e;b;c;2;1;a;a;0;-;-;-;-;Serpentinit verwittert;-;0;0;0;0;0;-;0;3e;-
19134;16226;Rohstoff;735;13;252;507;0;122;0;d;FALSCH;FALSCH;10556;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19139;16227;Schleifstein;735;13;252;506;0;122;0;b;FALSCH;FALSCH;10557;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19129;16227;Beil;735;13;252;505;0;122;0;c;FALSCH;FALSCH;10559;1;j;a;-;0;80;64.0;18.5;40.0;36.0;39.0;40.0;18.0;17.0;13.0;1;1;c;c;c;2;1;a;b;0;-;-;-;-;Nacken sekundär überpickt für Schäftungsanpassung;-;0;0;0;0;0;-;0;-;-
19116;16227;Klopfstein;735;13;252;507;0;122;0;c;FALSCH;FALSCH;10561;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19271;16227;Rohstoff;406;13;252;507;0;122;0;c;FALSCH;FALSCH;10567;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19272;16227;Schleifstein;406;13;252;507;0;122;0;c;FALSCH;FALSCH;10567;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18975;16227;Axt;697;13;252;507;0;122;0;d;FALSCH;FALSCH;10585;1;j;e;j;3;99;54.0;31.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;e;c;e;2;1;a;a;0;-;-;-;-;"Nacken mit sieben Rillen, Nackenfläche oval, gepickt, sekundäre Klopfspuren?; Durchbohrung doppelkonisch D=21-5. Dm1=21.5; Dm2=16.5; Dm3=19.";-;0;0;0;0;0;-;0;-;-
19059;16227;Beil;697;13;252;509;0;122;0;a;FALSCH;FALSCH;10587;3;j;a;j;6;271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;1 BS Sägeschnitt verschliffen;-;0;0;0;0;0;-;0;3a;-
19079;16227;Beil;697;13;252;509;0;122;0;d;FALSCH;FALSCH;10589;1;j;a;-;0;66;64.0;16.5;36.0;30.0;32.5;35.0;13.0;16.0;15.0;1;1;d;e;d;1;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
19081;16227;Mahlstein;697;13;252;509;0;122;0;d;FALSCH;FALSCH;10589;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18987;16227;Schleifstein;404;>14;252;507;0;122;0;a;FALSCH;FALSCH;10596;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18099;16227;;697;13;270;490;0;124;0;-;FALSCH;FALSCH;10612;1;j;d;-;0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;geschlagen, gepickt, geschliffen;-;0;0;0;0;0;-;0;-;-
18315;16227;Schleifstein;735;13;270;490;0;125;0;-;FALSCH;FALSCH;10614;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18316;16227;Rohstoff;735;13;270;490;0;125;0;-;FALSCH;FALSCH;10614;2;j;d;-;0;753;155.0;118.0;118.0;38.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;alpin?;-;0;0;0;0;0;-;0;-;-
18344;16227;;406;13;270;490;0;123;0;-;FALSCH;FALSCH;10619;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18330;16227;Beil;406;13;271;490;0;133;0;-;FALSCH;FALSCH;10620;1;j;a;-;0;62;71.0;15.0;41.0;36.0;39.0;39.5;10.0;15.0;12.0;3;1;b;b;b;1;1;b;o;0;-;-;-;-;versintert;-;0;0;0;0;0;-;0;-;-
18331;16227;Schleifstein;406;13;271;490;0;133;0;-;FALSCH;FALSCH;10620;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18339;16227;Beil;406;13;270;490;0;127;0;-;FALSCH;FALSCH;10626;1;j;a;-;0;104;86.0;18.0;41.0;31.0;36.0;39.0;16.0;18.0;13.5;1;1;e;e;e;2;1;a;c;0;-;-;-;-;Schäftungsspur;-;0;0;0;0;0;-;0;3f;37
18349;16227;Rohstoff;406;13;270;490;0;124;0;-;FALSCH;FALSCH;10628;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18306;16227;Rohling;406;13;270;490;0;126;0;-;FALSCH;FALSCH;10631;1;j;c;-;0;251;10.0;30.0;51.5;47.5;50.0;49.0;27.0;32.5;29.0;1;0;-;-;-;0;0;-;-;0;-;-;-;-;geschlagen, gepickt;-;0;0;0;0;0;-;0;-;-
18414;16227;Beil;403;10;220;510;0;124;0;d;FALSCH;FALSCH;10639;1;j;a;-;0;270;137.0;22.5;45.0;39.0;44.0;44.5;21.0;22.5;19.0;1;1;d;d;e;1;2;a;n;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3a;-
18415;16227;Beil;403;10;220;510;0;124;0;d;FALSCH;FALSCH;10639;2;j;a;-;0;48;50.0;16.0;33.0;29.0;30.0;32.0;14.0;16.0;14.5;1;1;e;b;e;2;1;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3h;-
18422;16227;Rohstoff;697;13;220;510;0;124;0;c;FALSCH;FALSCH;10656;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18542;16227;Beil;735;13;253;515;0;122;0;d;FALSCH;FALSCH;10670;5;j;a;-;0;84;93.0;19.0;37.5;33.0;35.0;37.0;16.0;18.5;16.0;1;1;e;b;e;1;1;a;a;0;-;-;-;-;Serpentinit verwittert;-;0;0;0;0;0;-;0;-;-
18505;16227;Beil;697;13;253;514;0;122;0;a;FALSCH;FALSCH;10680;1;j;a;-;0;123;98.0;21.0;40.0;22.0;25.0;40.0;17.0;21.0;19.0;1;1;e;c;e;2;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
18416;16227;Beil;735;13;220;510;0;126;0;b;FALSCH;FALSCH;10688;1;j;a;j;1;151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18571;16227;Beil;406;13;220;510;0;123;0;d;FALSCH;FALSCH;10697;1;j;a;-;0;99;92.0;25.0;35.0;33.5;34.5;30.0;19.0;23.0;19.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;Schäftungsspur;-;0;0;0;0;0;-;0;3e;46
18486;16227;Schleifstein;406;13;220;510;0;126;0;b;FALSCH;FALSCH;10699;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18554;16227;Sägeschnitt;735;13;253;514;0;122;0;a;FALSCH;FALSCH;10701;1;j;d;j;6;144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=6.5;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18558;16227;Rohstoff;406;13;253;516;0;122;0;b;FALSCH;FALSCH;10704;1;j;f;-;0;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18615;16227;Rohstoff;403;10;273;492;0;136;0;a;FALSCH;FALSCH;10722;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18676;16228;Beil;688;0.13;75;495;0;121;0;a;FALSCH;FALSCH;10748;1;j;a;j;1;139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;n;0;-;-;-;j;-;-;0;0;0;0;0;-;0;-;-
18677;16228;Beil;688;0.13;75;495;0;121;0;a;FALSCH;FALSCH;10748;2;j;a;j;3;61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;n;0;-;-;-;j;-;-;0;0;0;0;0;-;0;-;-
18880;16228;Beil;697;13;75;495;0;121;0;c;FALSCH;FALSCH;10750;2;j;a;-;0;80;71.0;17.0;37.0;32.0;34.0;36.5;14.0;17.0;14.0;1;1;e;e;e;1;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3i;-
18696;16228;Läufer;697;13;273;492;0;136;0;d;FALSCH;FALSCH;10753;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18641;16228;Schleifstein;406;13;253;511;0;122;0;a;FALSCH;FALSCH;10764;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18710;16228;Rohstoff;735;13;224;518;0;122;0;b;FALSCH;FALSCH;10772;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18713;16228;Rohstoff;406;13;224;518;0;122;0;c;FALSCH;FALSCH;10775;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18736;16228;Schleifstein;1664;13;224;518;0;122;0;b;FALSCH;FALSCH;10780;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18809;16228;Beil;406;13;273;492;0;136;0;b;FALSCH;FALSCH;10789;1;j;a;-;0;51;62.0;16.0;32.0;28.0;29.0;31.5;14.0;16.0;13.0;1;1;e;e;e;1;2;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3j;-
18908;16228;Beil;735;13;75;495;0;121;0;a;FALSCH;FALSCH;10792;1;j;a;-;0;257;115.0;16.0;50.0;38.0;43.0;48.0;23.0;27.0;23.0;1;1;e;b;e;2;1;a;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3c;-
19071;16228;;687;14;251;501;0;122;0;c;FALSCH;FALSCH;10808;2;j;a;j;5;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19006;16228;Rohstoff;735;13;251;500;0;122;0;b;FALSCH;FALSCH;10820;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18974;16228;Beil;687;14;251;502;0;122;0;c;FALSCH;FALSCH;10854;1;j;a;-;0;48;63.0;14.0;31.5;28.5;30.5;31.5;12.0;13.5;11.0;1;1;e;e;e;1;2;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18973;16228;Rohstoff;687;14;251;502;0;122;0;c;FALSCH;FALSCH;10854;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19120;16228;Rohstoff;687;14;251;499;0;122;0;c;FALSCH;FALSCH;10856;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19015;16228;;697;13;251;501;0;122;0;b;FALSCH;FALSCH;10857;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19024;16228;Rohstoff;687;14;251;501;0;122;0;a;FALSCH;FALSCH;10865;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19212;16228;Beil;735;13;251;502;0;122;0;c;FALSCH;FALSCH;10871;2;j;a;-;0;94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19213;16228;Schleifstein;735;13;251;502;0;122;0;c;FALSCH;FALSCH;10871;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19344;16228;Beil;735;13;251;499;0;122;0;c;FALSCH;FALSCH;10878;1;j;a;-;0;7;7.0;7.5;20.0;16.0;17.5;19.0;7.5;7.5;6.5;1;1;e;b;e;1;1;a;g;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
19358;16228;Klopfstein;735;13;251;501;0;122;0;a;FALSCH;FALSCH;10897;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18896;16228;Beil;661;14;263;471;0;162;0;d;FALSCH;FALSCH;10902;5;j;a;-;0;154;96.0;21.0;44.0;37.5;42.0;43.5;19.0;19.0;17.0;2;0;e;b;e;1;1;a;c;0;-;-;-;-;1 BS weitgehend ausgebrochen;-;0;0;0;0;0;-;0;-;-
