ID;Kisten_Nr_KA;Kategorie;Snr;Schicht;Feld;x1;x2;y1;y2;Vq;entsorgt_annuliert;Fehlt;Fknr_FuL;Laufnr;Ausgewertet_AUSW_B;Kategorie_St_AUSW_B;Fragment_St_AUSW_B;Art_Fragment_St_AUSW_B;Gewicht_St_AUSW_B;Groesste_Laenge_St_AUSW_B;Groesste_Dicke_St_AUSW_B;Groesste_Breite_St_AUSW_B;Breite_1Viertel_St_AUSW_B;Breite_2Viertel_St_AUSW_B;Breite_3Viertel_St_AUSW_B;Dicke_1Viertel_St_AUSW_B;Dicke_2Viertel_St_AUSW_B;Dicke_3Viertel_St_AUSW_B;Laengssymmetrie_St_AUSW_B;Schneidensymmetrie_St_AUSW_B;BreitseitenBearbeit_Nackenflaeche_St_AUSW_B;NackenBearbeit_St_AUSW_B;SchmalseitenBearbeit_St_AUSW_B;Woelbung_Schmalseite_St_AUSW_B;Woelbung_Breitseite_St_AUSW_B;Nackenflaeche_St_AUSW_B;Gestein_St_AUSW_B;Anzahl_Saegeschnitt_St_AUSW_B;Tiefe_Saegeschnitt_St_AUSW_B;Vorpickung_B_St_AUSW_B;Hirschfassung_St_AUSW_B;Brand_St_AUSW_B;Bemerkung_St_AUSW_B;Gruppe_St_AUSW_B;Laenge_Gewicht_Index_St_AUSW_B;Breiten_Dicken_Index;Tangens_Nackenwinkel_St_AUSW_B;Mass_Schneidewinkel;Tangens_Breitseiten_Nackenwinkel_St_AUSW_B;Position_Saegeschnitt_St_AUSW_B;Saegeflaechenbreite_St_AUSW_B;Tipp_Gruppe_ST_AUSW_B;Schaeftungsspur_St_AUSW_B
17952;16198;Rohstoff;110;10;519;508;0;114;0;-;FALSCH;FALSCH;9974;2;j;u;-;0;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;kein Artefakt;-;0;0;0;0;0;-;0;-;-
18060;16198;Beil;114;13;519;508;0;115;0;-;FALSCH;FALSCH;9977;2;j;a;j;3;106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;Serpentinit verwittert;-;0;0;0;0;0;-;0;-;-
20239;16198;Rohstoff;114;13;519;508;0;115;0;-;FALSCH;FALSCH;9977;5;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18148;16198;Beil;149;13;515;509;0;118;0;b;FALSCH;FALSCH;9979;1;j;c;j;3;131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;1;1=-;-;-;-;1 SS Sägeschnitt verschliffen;-;0;0;0;0;0;-;0;-;-
18149;16198;Schleifstein;149;13;515;509;0;118;0;b;FALSCH;FALSCH;9979;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18067;16198;Rohstoff;114;13;519;508;0;114;0;-;FALSCH;FALSCH;9981;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18066;16198;Klopfstein;114;13;519;508;0;114;0;-;FALSCH;FALSCH;9981;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
24304;16198;Rohling;114;13;519;508;0;114;0;-;FALSCH;FALSCH;9981;7;j;c;-;0;65;81.0;14.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;geschlagen, gepickt;-;0;0;0;0;0;-;0;-;-
18080;16198;Mahlstein;114;13;519;508;0;113;0;-;FALSCH;FALSCH;9982;2;j;f;-;0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18079;16198;;114;13;519;508;0;113;0;-;FALSCH;FALSCH;9982;3;j;c;-;0;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;i;0;-;-;-;-;roter Schiefer;-;0;0;0;0;0;-;0;-;-
18078;16198;Rohstoff;114;13;519;508;0;113;0;-;FALSCH;FALSCH;9982;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18077;16198;Schleifstein;114;13;519;508;0;113;0;-;FALSCH;FALSCH;9982;5;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18122;16222;Beil;148;13;519;508;0;118;0;-;FALSCH;FALSCH;9984;10;j;a;-;0;272;140.0;26.5;56.0;40.0;48.0;56.0;22.0;26.0;25.0;1;1;c;c;c;2;1;a;a;0;-;-;-;-;Nacken sekundär überpickt für Schäftungsanpassung;-;0;0;0;0;0;-;0;-;35
18123;16222;Beil;148;13;519;508;0;118;0;-;FALSCH;FALSCH;9984;11;j;a;-;0;95;83.0;19.0;37.0;33.0;35.5;37.0;15.0;18.0;16.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18124;16222;Beil;148;13;519;508;0;118;0;-;FALSCH;FALSCH;9984;12;j;a;-;0;100;75.0;19.0;43.0;33.5;36.5;41.0;17.0;19.0;17.0;1;1;b;c;c;2;1;a;a;0;-;-;-;-;Nacken sekundär überpickt für Schäftungsanpassung;-;0;0;0;0;0;-;0;-;-
18125;16222;;148;13;519;508;0;118;0;-;FALSCH;FALSCH;9984;13;j;a;-;0;6;42.0;5.5;23.5;19.0;23.5;22.5;4.0;5.0;5.0;2;1;b;b;b;1;1;a;i;0;-;-;-;-;roter Schiefer;-;0;0;0;0;0;-;0;-;-
18184;16222;Beil;112;14;519;508;0;118;0;-;FALSCH;FALSCH;9986;1;j;a;-;0;100;77.0;18.0;40.5;36.0;38.5;40.0;15.0;18.0;15.0;1;1;d;b;d;1;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18217;16222;Rohling;112;14;520;507;0;112;0;-;FALSCH;FALSCH;9988;1;j;a;j;6;409;97.0;43.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;1;1=8;1=13;-;-;-;-;0;0;0;0;0;-;0;-;-
18273;16222;;134;0.13;520;507;0;115;0;-;FALSCH;FALSCH;9990;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18141;16222;Mahlstein;156;13;519;508;0;115;0;-;FALSCH;FALSCH;9992;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18196;16222;Rohstoff;114;13;520;507;0;114;0;-;FALSCH;FALSCH;9995;8;j;d;j;6;89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;gepickt;-;0;0;0;0;0;-;0;-;-
18223;16222;Beil;114;13;520;507;0;113;0;-;FALSCH;FALSCH;9997;1;j;a;-;0;24;47.5;11.0;30.5;30.0;30.0;30.0;10.0;9.0;8.0;2;2;e;b;e;1;1;a;g;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18265;16222;Klopfstein;148;13;520;507;0;118;0;-;FALSCH;FALSCH;10000;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18266;16222;Rohstoff;148;13;520;507;0;118;0;-;FALSCH;FALSCH;10000;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17162;16222;Schleifstein;1088;13;241;472;0;177;0;-;FALSCH;FALSCH;10005;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17161;16222;Schleifstein;1088;13;241;472;0;177;0;-;FALSCH;FALSCH;10005;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17160;16222;Schleifstein;1088;13;241;472;0;177;0;-;FALSCH;FALSCH;10005;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17159;16222;;1088;13;241;472;0;177;0;-;FALSCH;FALSCH;10005;4;j;d;j;6;338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;geschlagen, gepickt;-;0;0;0;0;0;-;0;-;-
17324;16222;Rohling;664;13;241;472;0;172;0;-;FALSCH;FALSCH;10017;1;j;c;-;0;119;73.0;21.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;geschlagen, gepickt, geschliffen;-;0;0;0;0;0;-;0;-;-
17246;16222;;674;10;264;471;0;172;0;d;FALSCH;FALSCH;10026;1;j;a;-;0;9;50.0;6.0;23.0;17.0;20.0;22.5;3.0;5.0;6.0;2;1;e;e;e;1;1;b;f;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17342;16222;;657;16;264;471;0;176;0;d;FALSCH;FALSCH;10028;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18026;16222;Rohstoff;1088;13;264;471;0;177;0;d;FALSCH;FALSCH;10084;1;j;d;-;0;1676;138.0;85.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;1=23;-;-;Vorpickung flächig;-;0;0;0;0;0;-;0;-;-
18025;16222;;1088;13;264;471;0;177;0;d;FALSCH;FALSCH;10084;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17901;16222;Beil;1099;14;264;471;0;176;0;b;FALSCH;FALSCH;10086;1;j;a;j;1;12;37.0;13.0;18.0;17.0;17.0;17.0;11.0;12.0;11.0;1;2;e;b;b;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17493;16222;Beil;687;14;221;497;0;123;0;c;FALSCH;FALSCH;10104;1;j;a;-;0;198;100.0;23.0;41.0;34.0;38.0;40.5;19.0;23.0;19.0;1;1;d;c;c;3;2;a;j;0;-;-;-;-;Eklogit, Schicht MOZ 5/6, Altertümer;-;0;0;0;0;0;-;0;-;47
17284;16223;Schleifstein;687;14;221;500;0;123;0;d;FALSCH;FALSCH;10106;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17448;16223;Schleifstein;735;13;221;500;0;123;0;d;FALSCH;FALSCH;10112;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17425;16223;Beil;696;13;221;497;0;123;0;a;FALSCH;FALSCH;10117;2;j;a;j;3;31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17531;16223;Beil;1614;13;221;503;0;123;0;c;FALSCH;FALSCH;10129;1;j;a;j;1;167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17498;16223;Rohstoff;735;13;221;499;0;123;0;c;FALSCH;FALSCH;10132;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17499;16223;Sägeschnitt;735;13;221;499;0;123;0;d;FALSCH;FALSCH;10134;1;j;d;-;0;2234;225.0;84.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;1;1=8;-;-;-;konkav;-;0;0;0;0;0;-;0;-;-
17540;16223;Schleifstein;1614;13;221;503;0;123;0;b;FALSCH;FALSCH;10140;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17529;16223;Schleifstein;1614;13;221;503;0;123;0;a;FALSCH;FALSCH;10147;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17364;16223;Rohstoff;1603;13;221;500;0;123;0;a;FALSCH;FALSCH;10158;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17365;16223;Rohstoff;1603;13;221;500;0;123;0;a;FALSCH;FALSCH;10158;2;j;d;j;6;57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;q;0;-;-;-;-;alpin?;-;0;0;0;0;0;-;0;-;-
17366;16223;Rohstoff;1603;13;221;500;0;123;0;a;FALSCH;FALSCH;10158;3;j;d;j;6;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;q;0;-;-;-;-;alpin?;-;0;0;0;0;0;-;0;-;-
17367;16223;Rohstoff;1603;13;221;500;0;123;0;a;FALSCH;FALSCH;10158;4;j;d;j;6;36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;q;0;-;-;-;-;alpin?;-;0;0;0;0;0;-;0;-;-
17362;16223;Rohstoff;1603;13;221;500;0;123;0;d;FALSCH;FALSCH;10163;1;j;d;j;6;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;q;0;-;-;-;-;alpin?;-;0;0;0;0;0;-;0;-;-
17674;16223;;735;13;221;498;0;123;0;d;FALSCH;FALSCH;10167;1;j;a;j;1;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17586;16223;Beil;1641;13;221;501;0;123;0;c;FALSCH;FALSCH;10169;1;j;a;-;0;66;85.0;20.0;37.0;37.0;39.0;40.5;17.0;20.0;18.5;1;0;e;e;e;1;2;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
17595;16223;Rohstoff;1641;13;221;501;0;123;0;b;FALSCH;FALSCH;10170;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17374;16223;Klopfstein;1603;13;221;503;0;123;0;b;FALSCH;FALSCH;10172;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17577;16223;Klopfstein;735;13;221;496;0;123;0;d;FALSCH;FALSCH;10177;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17582;16223;Beil;735;13;221;496;0;123;0;b;FALSCH;FALSCH;10180;1;j;a;j;1;233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;0;-;-;-;-;sekundär genutzt, Keil?;-;0;0;0;0;0;-;0;-;-
17647;16224;Schleifstein;406;13;221;500;0;123;0;a;FALSCH;FALSCH;10185;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17589;16224;Rohstoff;1615;13;221;497;0;123;0;b;FALSCH;FALSCH;10187;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17707;16224;Schleifstein;406;13;221;500;0;123;0;d;FALSCH;FALSCH;10189;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17637;16224;Schleifstein;1603;13;221;503;0;123;0;b;FALSCH;FALSCH;10192;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17729;16224;Beil;1613;13;221;503;0;123;0;c;FALSCH;FALSCH;10193;1;j;a;j;3;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
17622;16224;Schleifstein;722;13;221;496;0;123;0;b;FALSCH;FALSCH;10198;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17825;16224;Beil;649;15;243;477;0;156;0;-;FALSCH;FALSCH;10216;1;j;a;j;3;100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;0;-;-;-;j;-;-;0;0;0;0;0;-;0;-;-
17828;16224;Beil;1624;14;243;477;0;156;0;-;FALSCH;FALSCH;10220;2;j;a;-;0;163;95.0;24.0;41.0;37.0;40.0;41.0;19.0;24.0;20.0;1;1;e;b;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
17830;16224;Beil;1624;14;243;477;0;156;0;-;FALSCH;FALSCH;10220;3;j;c;j;3;113;83.0;22.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;n;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17781;16224;Beil;21;14;243;475;0;156;0;-;FALSCH;FALSCH;10222;1;j;a;-;0;64;72.0;17.0;34.0;28.0;31.0;34.0;15.0;17.0;16.0;1;0;e;e;d;1;1;a;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
17875;16224;Beil;25;10;256;481;0;156;0;d;FALSCH;FALSCH;10223;1;j;a;-;0;40;53.0;14.0;32.0;18.0;31.0;32.0;11.0;13.5;12.5;1;1;e;e;e;1;2;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3i;-
17836;16224;Beil;664;13;243;476;0;156;0;-;FALSCH;FALSCH;10228;1;j;b;-;0;100;73.0;19.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
18039;16224;Beil;664;13;243;477;0;156;0;-;FALSCH;FALSCH;10229;4;j;a;-;0;105;73.0;19.0;42.0;34.0;37.0;40.0;16.0;19.0;15.5;1;0;e;e;b;2;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
17913;16224;Schleifstein;664;13;243;475;0;156;0;-;FALSCH;FALSCH;10231;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17618;16224;Beil;1614;13;221;502;0;123;0;d;FALSCH;FALSCH;10252;2;j;a;-;0;99;92.0;21.0;41.0;33.0;35.0;38.5;17.0;20.0;17.5;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
17666;16224;Schleifstein;1603;13;221;501;0;123;0;a;FALSCH;FALSCH;10256;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17720;16224;Rohstoff;9001;13;262;511;517;123;0;-;FALSCH;FALSCH;10258;6;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17719;16224;Rohstoff;9001;13;262;511;517;123;0;-;FALSCH;FALSCH;10258;7;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17873;16224;Rohstoff;406;13;221;501;0;123;0;a;FALSCH;FALSCH;10261;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17872;16224;Rohstoff;406;13;221;501;0;123;0;a;FALSCH;FALSCH;10261;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
17930;16224;Beil;406;13;221;496;0;123;0;a;FALSCH;FALSCH;10262;1;j;a;j;3;133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3a;-
18105;16225;Beil;406;13;221;502;0;123;0;d;FALSCH;FALSCH;10284;1;j;a;j;4;94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
18387;16225;Schleifstein;1622;14;256;479;0;156;0;a;FALSCH;FALSCH;10289;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18361;16225;Beil;735;13;270;490;0;129;0;-;FALSCH;FALSCH;10291;5;j;a;-;0;145;100.0;19.0;44.0;37.5;40.0;43.0;15.0;18.5;14.0;1;1;e;e;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
18362;16225;Beil;735;13;270;490;0;129;0;-;FALSCH;FALSCH;10291;6;j;a;-;0;57;51.0;13.5;38.0;32.0;34.0;36.0;11.5;13.0;12.0;1;1;e;e;d;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3h;-
18363;16225;Schleifstein;735;13;270;490;0;129;0;-;FALSCH;FALSCH;10291;7;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18327;16225;Beil;1645;13;270;490;0;129;0;-;FALSCH;FALSCH;10296;1;j;a;j;1;184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3a;-
18129;16225;Beil;697;13;270;490;0;128;0;-;FALSCH;FALSCH;10298;1;j;a;j;3;141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;n;0;-;-;-;j;-;-;0;0;0;0;0;-;0;3e;-
18130;16225;Beil;697;13;270;490;0;128;0;-;FALSCH;FALSCH;10298;2;j;a;-;0;83;67.0;17.5;39.0;32.0;34.5;38.5;14.0;16.5;16.0;1;1;e;e;e;1;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
18131;16225;Beil;697;13;270;490;0;128;0;-;FALSCH;FALSCH;10298;3;j;a;-;0;81;74.0;17.5;18.0;31.0;34.0;37.0;13.0;16.5;14.0;1;1;e;b;b;1;1;c;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3f;-
18074;16225;Beil;658;0.15;240;472;0;169;0;-;FALSCH;FALSCH;10306;1;j;a;-;0;38;56.0;13.0;31.5;26.5;29.0;30.5;12.0;12.5;12.0;2;1;e;b;e;1;1;a;a;2;"1=4;2=-";-;-;-;-;-;0;0;0;0;0;-;0;3j;-
18075;16225;Schleifstein;658;0.15;240;472;0;169;0;-;FALSCH;FALSCH;10306;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18020;16225;Schleifstein;658;0.15;240;472;0;168;0;-;FALSCH;FALSCH;10307;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18071;16225;Rohstoff;657;16;240;472;0;165;0;-;FALSCH;FALSCH;10308;1;j;c;-;0;34;59.0;14.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18047;16225;Rohling;661;14;240;472;0;168;0;-;FALSCH;FALSCH;10309;2;j;d;-;0;428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;geschlagen, gepickt;-;0;0;0;0;0;-;0;-;-
18048;16225;Rohstoff;661;14;240;472;0;168;0;-;FALSCH;FALSCH;10309;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
18049;16225;Beil;661;14;240;472;0;168;0;-;FALSCH;FALSCH;10309;4;j;a;-;0;116;88.0;19.5;39.0;30.5;34.0;38.0;16.5;19.0;15.0;1;1;d;d;d;1;2;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
17968;16225;Beil;661;14;240;472;0;166;0;-;FALSCH;FALSCH;10312;2;j;a;j;3;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;e;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
